acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.223,"['Ariana Grande', 'Justin Bieber']",0.597,228482,0.45,0,4HBZA5flZLE435QTztThqH,0,8,0.382,-6.658,1,Stuck with U (with Justin Bieber),94,2020-05-08,0.0418,178.765,0.537,2020
0.0706,"['Future', 'Drake']",0.6759999999999999,237735,0.609,1,5yY9lUy8nbvjM1Uyo1Uqoc,0,2,0.152,-5.831,0,Life Is Good (feat. Drake),90,2020-01-10,0.481,142.037,0.508,2020
0.629,"['Drake', 'Giveon']",0.735,220488,0.449,1,4wVOKKEHUJxHCFFNUWDn0B,0,10,0.113,-7.5070000000000014,1,Chicago Freestyle (feat. Giveon),88,2020-05-01,0.34700000000000003,122.947,0.0397,2020
0.055,['Lil Uzi Vert'],0.7709999999999999,224955,0.654,1,56uXDJRCuoS7abX3SkzHKQ,0,8,0.214,-6.976,0,Myron,86,2020-03-13,0.298,155.047,0.573,2020
0.00775999999999999,"['Marshmello', 'Halsey']",0.63,172762,0.633,0,3Z8FwOEN59mRMxDCtb8N0A,0,4,0.0541,-7.087999999999999,1,Be Kind (with Halsey),91,2020-05-01,0.0457,93.995,0.452,2020
0.0538,"['Polo G', 'Juice WRLD']",0.752,163902,0.6729999999999999,1,2QqJTIlGKRLJC3onkavYEz,0,10,0.133,-5.7920000000000025,0,Flex (feat. Juice WRLD),85,2020-05-15,0.153,164.009,0.35,2020
0.119,"['Doja Cat', 'Nicki Minaj']",0.856,206221,0.6409999999999999,1,11VApNQCWLJdzxWrlmwzUa,4.97e-6,11,0.4270000000000001,-4.64,0,Say So (feat. Nicki Minaj),89,2020-05-01,0.204,111.004,0.745,2020
0.703,"['Sleepy Hallow', 'Fousheé']",0.8759999999999999,115200,0.479,1,4zTPYAf5scZdp0LnwPPeWK,0,4,0.102,-6.687,0,Deep End Freestyle,87,2020-04-03,0.44,133.858,0.7759999999999999,2020
0.0236,['Lil Uzi Vert'],0.775,234627,0.72,1,3kW4z2pIj5VY5fLjBrMRL5,0,11,0.114,-5.353,0,P2,86,2020-03-06,0.193,155.086,0.49,2020
0.0252,['Megan Thee Stallion'],0.843,155497,0.741,1,55CHeLEfn5iJ0IIkgaa4si,0,11,0.096,-5.609,1,Savage,89,2020-03-06,0.334,168.983,0.68,2020
0.145,"['Eminem', 'Juice WRLD']",0.8079999999999999,210800,0.745,1,7FIWs0pqAYbP91WWM0vlTQ,0,10,0.292,-5.26,0,Godzilla (feat. Juice WRLD),89,2020-01-17,0.342,165.995,0.8290000000000001,2020
0.317,"['Justin Bieber', 'Quavo']",0.8109999999999999,212869,0.5529999999999999,0,364dI1bYnvamSnBJ8JcNzN,0,9,0.105,-6.644,1,Intentions,90,2020-02-07,0.0552,148.014,0.86,2020
0.0317,"['G Herbo', 'Juice WRLD', 'Lil Uzi Vert', 'Chance the Rapper']",0.883,232065,0.8079999999999999,1,3jT2LKH0RSbQ8jIUNFzXm5,0,1,0.207,-3.158,0,PTSD,84,2020-02-28,0.183,119.012,0.805,2020
0.0827,"['NAV', 'Gunna', 'Travis Scott']",0.893,161377,0.618,1,0lSZh5W0wDeurkGzLYY6hf,0,7,0.542,-4.425,0,Turks (feat. Travis Scott),84,2020-03-27,0.112,119.099,0.389,2020
0.114,"['Gunna', 'Young Thug']",0.825,197760,0.458,1,3nS9a01VvXHQriLqJYwRqG,0,0,0.102,-7.47,1,DOLLAZ ON MY HEAD (feat. Young Thug),84,2020-05-22,0.0577,145.115,0.161,2020
0.474,"['YNW Melly', 'Juice WRLD']",0.655,225857,0.441,1,4S2uhQE8L9V6p7rj7SiauJ,0,9,0.099,-5.245,0,Suicidal (Remix) [feat. Juice WRLD],85,2020-03-13,0.0629,139.957,0.273,2020
0.127,['Doja Cat'],0.7070000000000001,134240,0.955,0,78qd8dvwea0Gosb6Fe6j3k,0,10,0.202,-4.593,0,Boss Bitch,92,2020-01-23,0.222,125.989,0.575,2020
0.021,['Bad Bunny'],0.86,172127,0.758,0,0SqqAgdovOE24BzxIClpjw,6.54e-5,11,0.344,-5.16,1,Yo Perreo Sola,92,2020-02-28,0.0695,97.014,0.453,2020
0.00285,['The Weeknd'],0.667,237520,0.7190000000000001,1,7szuecWAPwGoV1e5vGu8tl,8.1e-5,7,0.0736,-5.371,0,In Your Eyes,91,2020-03-20,0.0346,100.021,0.7170000000000001,2020
0.299,"['Juice WRLD', 'Trippie Redd']",0.609,180129,0.757,1,4CNcRgjGw1v9VQaTaytdnD,0,2,0.63,-5.605,1,Tell Me U Luv Me (with Trippie Redd),85,2020-05-29,0.119,128.02200000000002,0.379,2020
0.0127,['Lil Baby'],0.59,252729,0.618,1,44gRhRi2OhEf7moAUj6MD1,0,1,0.244,-5.756,1,The Bigger Picture,79,2020-06-12,0.334,96.459,0.153,2020
0.16699999999999998,['Dua Lipa'],0.73,221820,0.7290000000000001,0,1raaNykBg1bDnWENUiglUA,1.39e-6,4,0.349,-3.434,0,Break My Heart,89,2020-03-25,0.0886,113.012,0.467,2020
0.122,"['Future', 'Travis Scott']",0.691,205666,0.632,1,4kfeRwpq5KUaqTkgi4TbDF,0,1,0.0646,-7.598,1,Solitaires (feat. Travis Scott),84,2020-05-15,0.0513,169.982,0.488,2020
0.207,['Lil Mosey'],0.774,162547,0.5539999999999999,1,22LAwLoDA5b4AaGSkg6bKW,0,0,0.132,-7.909,1,Blueberry Faygo,88,2020-02-06,0.0383,99.034,0.349,2020
0.0103,"['Bad Bunny', 'Jowell & Randy', 'Nengo Flow']",0.607,295177,0.8290000000000001,1,2DEZmgHKAvm41k4J3R2E9Y,0,2,0.107,-4.074,1,Safaera,92,2020-02-28,0.379,96.172,0.685,2020
0.163,"['Drake', 'Playboi Carti']",0.825,149078,0.373,1,6Kj17Afjo1OKJYpf5VzCeo,0,5,0.368,-5.532,0,Pain 1993 (with Playboi Carti),84,2020-05-01,0.108,77.271,0.12,2020
0.14400000000000002,['Tory Lanez'],0.929,132024,0.7,1,4xqIYGwwZTEem9U8A42SPF,0,0,0.349,-5.595,0,Broke In A Minute,82,2020-04-10,0.0906,120.009,0.802,2020
0.627,['Madison Beer'],0.378,223270,0.461,0,4PV0uE5pZSh44E3NqNNDEH,0,9,0.386,-6.202000000000001,1,Selfish,86,2020-02-14,0.0275,75.363,0.232,2020
0.17,"['Lil Yachty', 'DaBaby', 'Drake']",0.836,206702,0.617,1,7wsmIIm0xWmtP7TmACXkJn,0,0,0.319,-4.363,1,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),83,2020-03-09,0.0534,138.066,0.866,2020
0.0286,['Lil Baby'],0.585,197530,0.6409999999999999,1,7ge7BHazYbVKi8qyZUX1Bm,0,6,0.316,-4.269,0,Emotionally Scarred,82,2020-02-28,0.133,88.28399999999998,0.266,2020
0.524,['Don Toliver'],0.652,154424,0.631,0,7AzlLxHn24DxjgQX73F9fU,5.79e-4,6,0.165,-5.718,0,No Idea,85,2020-03-13,0.0893,127.998,0.35,2020
0.197,"['DaBaby', 'Roddy Ricch']",0.747,204547,0.6890000000000001,1,4Aykm3xrOFSHrAnv80KUhh,0,11,0.0884,-7.246,1,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,77,2020-06-12,0.242,89.90100000000002,0.75,2020
0.3,"['Justin Bieber', 'Quavo']",0.8059999999999999,212867,0.546,0,4umIPjkehX1r7uhmGvXiSV,0,9,0.102,-6.6370000000000005,1,Intentions (feat. Quavo),88,2020-02-14,0.0575,147.986,0.8740000000000001,2020
0.145,"['Khalid', 'Disclosure']",0.79,181436,0.6940000000000001,0,0TrPqhAMoaKUFLR7iYDokf,0.00252,9,0.281,-7.726,0,Know Your Worth,87,2020-02-04,0.0708,103.007,0.508,2020
0.344,"['Kygo', 'OneRepublic']",0.58,199549,0.586,0,7xbWAw3LMgRMn4omR5yVn3,0,1,0.0755,-6.882999999999999,1,Lose Somebody,88,2020-05-15,0.0357,147.988,0.507,2020
0.187,['DaBaby'],0.836,139890,0.624,1,1gVCEnryJhkdQcuC0Kbvor,0,4,0.138,-6.75,0,FIND MY WAY,82,2020-04-17,0.184,103,0.7,2020
0.192,"['ROSALÍA', 'Travis Scott']",0.7759999999999999,129371,0.509,0,4w47S36wQGBhGg073q3nt7,1.49e-6,0,0.115,-6.266,0,TKN (feat. Travis Scott),90,2020-05-28,0.467,94.634,0.485,2020
0.00755999999999999,['Tory Lanez'],0.569,136333,0.519,0,1FKFLWFa7fVoftc7UmYhDC,0,6,0.0809,-5.44,0,Temperature Rising,79,2020-05-15,0.0464,131.91,0.0769,2020
0.13,['$uicideBoy$'],0.792,168490,0.512,1,41LhQUkElADQ5YUbpYv2D0,8.82e-5,2,0.14,-6.875,1,"...And To Those I Love, Thanks For Sticking Around",82,2020-02-14,0.0408,113.978,0.11,2020
0.32,['Twenty One Pilots'],0.754,220051,0.583,0,6xZ4Q2k2ompmDppyeESIY8,1.5e-4,4,0.14400000000000002,-7.34,0,Level of Concern,86,2020-04-09,0.0432,122.012,0.77,2020
0.0232,"['Polo G', 'Lil Baby']",0.8290000000000001,194118,0.52,1,65jw6GhwQW3Db55PxlPEpS,0,8,0.134,-10.34,1,Be Something (feat. Lil Baby),81,2020-05-15,0.294,136.10299999999998,0.248,2020
0.601,['Morgan Wallen'],0.621,216573,0.882,0,6FniJZn4agmDtPx1pKZQsa,0,6,0.132,-5.01,1,More Than My Hometown,79,2020-04-17,0.0459,126.023,0.573,2020
0.149,['Polo G'],0.7829999999999999,163798,0.479,1,3JKgcAa7r07ocVWcV8bS0H,0,7,0.101,-10.646,1,21,81,2020-05-15,0.541,176.02700000000004,0.5329999999999999,2020
0.0277,"['Polo G', 'Stunna 4 Vegas', 'NLE Choppa', 'Mike WiLL Made-It']",0.92,165726,0.833,1,4PklAHGXT5ityno3IA8SKd,0,1,0.0596,-3.18,1,Go Stupid,79,2020-05-15,0.253,141.034,0.645,2020
0.0236,['The Weeknd'],0.537,198267,0.746,1,6bnF93Rx87YqUBLSgjiMU8,1.01e-6,10,0.156,-5.5070000000000014,0,Heartless,84,2020-03-20,0.15,170.062,0.252,2020
0.281,"['Gunna', 'Roddy Ricch']",0.8370000000000001,197000,0.586,1,5LHHKZOwV8XW4LJP2C64mw,0,11,0.134,-8.521,0,COOLER THAN A BITCH (feat. Roddy Ricch),81,2020-05-22,0.0807,117.066,0.618,2020
0.00162,['Conan Gray'],0.628,185773,0.639,0,6KfoDhO4XUWSbnyKjNp9c4,0,8,0.354,-5.46,1,Maniac,83,2020-03-20,0.0435,108.045,0.493,2020
0.26,['DripReport'],0.903,106000,0.327,1,2alc8VZAzDgdAsL2QMk3hu,0.011,1,0.108,-9.727,1,Skechers,89,2020-01-12,0.0877,100.008,0.274,2020
0.464,"['Anuel AA', 'Bad Bunny']",0.691,246000,0.765,1,06s3QtMJVXw1AJX3UfvZG1,3.29e-6,8,0.203,-4.727,1,Hasta Que Dios Diga,88,2020-05-29,0.111,174.021,0.855,2020
0.16899999999999998,"['DaBaby', 'YoungBoy Never Broke Again']",0.8959999999999999,212093,0.72,1,0oT9ElXYSxvnOOagP9efDq,0,0,0.252,-6.2620000000000005,0,JUMP (feat. YoungBoy Never Broke Again),79,2020-04-17,0.355,140.1,0.966,2020
0.14300000000000002,['Halsey'],0.591,205473,0.585,1,7lidXGPXPYLNThITAOTlkK,0,2,0.109,-6.35,1,You should be sad,86,2020-01-17,0.0277,110.94,0.324,2020
0.517,"['A Boogie Wit da Hoodie', 'London On Da Track', 'Roddy Ricch', 'Gunna']",0.8190000000000001,188563,0.654,1,733c1CWmIGymoQXdp7Us88,0,11,0.0996,-6.665,0,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",80,2020-02-14,0.136,133.503,0.455,2020
0.0902,"['PARTYNEXTDOOR', 'Rihanna']",0.43,183219,0.7,1,4HDCLYli2SUdkq9OjmvhSD,0,6,0.21600000000000005,-5.35,1,BELIEVE IT,86,2020-03-27,0.264,158.373,0.731,2020
0.0944,"['DaBaby', 'Quavo']",0.915,118547,0.612,1,5gNOINI5dXZVom2b36LMOd,0,1,0.115,-4.535,1,PICK UP (feat. Quavo),80,2020-04-17,0.407,129.93,0.758,2020
0.402,['Bad Bunny'],0.9,170972,0.603,0,41wtwzCZkXwpnakmwJ239F,4.81e-6,2,0.134,-5.313,1,Si Veo a Tu Mamá,87,2020-02-28,0.0646,129.928,0.8240000000000001,2020
0.102,"['Lil Tecca', 'Internet Money']",0.732,153597,0.654,1,7rTzrRdc5UbvLr0gwI1J3E,0,7,0.215,-6.136,0,Out Of Love (feat. Internet Money),81,2020-04-17,0.045,138.049,0.369,2020
0.0118,['Megan Thee Stallion'],0.863,176750,0.633,1,1E3VQQWFQAPJkXfYHjqWoI,0,10,0.285,-5.002,0,Captain Hook,80,2020-03-06,0.287,163.991,0.545,2020
0.884,['Alexander 23'],0.629,184638,0.306,0,47EWMOElkkbMp5m9SBkx7d,0.0776,1,0.124,-11.735,1,IDK You Yet,84,2020-04-09,0.0424,76.994,0.191,2020
0.0313,"['Migos', 'YoungBoy Never Broke Again']",0.852,195681,0.745,1,6mtjo5kIHKlboGE84lf1FJ,0,11,0.0824,-3.667,0,Need It,80,2020-05-22,0.171,148.007,0.897,2020
0.0837,['Katy Perry'],0.639,173124,0.546,0,4uqh9bualXNHXXwO2wPorc,0,1,0.122,-5.3820000000000014,1,Daisies,86,2020-05-15,0.0407,122.179,0.149,2020
0.0611,"['Lil Baby', 'Gunna']",0.7879999999999999,177314,0.436,1,7KSSdFCBHCfq4KPzz78ghk,0,1,0.0979,-9.435,1,Heatin Up (feat. Gunna),79,2020-02-28,0.364,129.847,0.341,2020
0.135,"['Lil Baby', '42 Dugg']",0.926,181929,0.542,1,6gxKUmycQX7uyMwJcweFjp,0,1,0.0877,-5.064,1,We Paid (feat. 42 Dugg),79,2020-05-01,0.293,135.14,0.564,2020
0.5539999999999999,"['Jhené Aiko', 'H.E.R.']",0.617,212867,0.525,1,63wx9vdskaXbYxyDx4oJCZ,1.1e-6,8,0.135,-10.425999999999998,0,B.S. (feat. H.E.R.),80,2020-03-06,0.12,135.781,0.377,2020
0.168,"['Carly Pearce', 'Lee Brice']",0.591,198689,0.815,0,0Al3wN3keprGTSgG8NBwjr,8.68e-6,10,0.142,-4.725,1,I Hope You’re Happy Now,78,2020-02-14,0.0366,118.024,0.306,2020
0.0811,['The Weeknd'],0.664,361027,0.5720000000000001,0,2p8IUWQDrpjuFltbdgLOag,0.00604,5,0.121,-6.099,0,After Hours,84,2020-03-20,0.0305,108.959,0.14300000000000002,2020
0.0604,"['Lady Gaga', 'BLACKPINK']",0.752,157707,0.87,0,6R6ZoHTypt5lt68MWbzZXv,1.12e-5,9,0.489,-3.812,0,Sour Candy (with BLACKPINK),87,2020-05-28,0.0623,120.006,0.784,2020
0.0582,['Lil Uzi Vert'],0.7190000000000001,212354,0.611,1,5raTDhlbxFDnpn89bxArdH,0,7,0.155,-5.01,0,That Way,79,2020-03-01,0.0403,129.96200000000002,0.489,2020
0.0136,['YG'],0.768,162191,0.506,1,2RBsmtiaD90yNFtqkFjBVW,3.950000000000001e-5,11,0.349,-8.749,0,FTP,78,2020-06-04,0.236,99.978,0.395,2020
0.0861,['Bad Bunny'],0.685,163084,0.848,1,6NfrH0ANGmgBXyxgV2PeXt,7.14e-6,8,0.0783,-4.561,0,La Difícil,88,2020-02-28,0.0858,179.87,0.7609999999999999,2020
0.048,"['Lil Baby', 'Lil Uzi Vert']",0.892,214215,0.486,1,3tDqEKKUs6gf8zMvSuLyLA,0,11,0.146,-8.637,0,Commercial (feat. Lil Uzi Vert),78,2020-02-28,0.384,120.998,0.535,2020
0.126,"['J Balvin', 'Yandel', 'Farruko', 'Nicky Jam', 'De La Ghetto', 'Daddy Yankee', 'Zion', 'Arcangel']",0.746,393000,0.8859999999999999,0,32lvGuFHF7Rp7vDEVEb8cY,0,10,0.104,-3.122,0,Ginza - Remix,0,2020-06-05,0.171,102.027,0.846,2020
0.16,['J Balvin'],0.7440000000000001,214800,0.8859999999999999,0,3B6gMMvco3cAOgoAFMc1Ut,1.75e-6,10,0.108,-2.779,1,Bobo,0,2020-06-05,0.127,173.96200000000005,0.797,2020
0.174,['J Balvin'],0.872,202373,0.865,0,4UJh06QJDNv1yJNfakvzUR,3.35e-5,9,0.159,-4.248,1,Sigo Extrañándote,0,2020-06-05,0.244,93.035,0.935,2020
0.483,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",0.6629999999999999,204973,0.727,0,6L0bHTNutgo5C0k1pvFiKp,0,0,0.156,-5.854,0,Safari,0,2020-06-05,0.26,133.679,0.513,2020
0.0139,"['J Balvin', 'Jowell & Randy']",0.7859999999999999,267347,0.866,0,7knKANgv1RmBYeGCL26bqi,0.00156,5,0.222,-1.632,0,Bonita,0,2020-06-05,0.0407,96.019,0.877,2020
0.868,['Noah Cyrus'],0.708,156106,0.18600000000000003,0,6J2LdBN97cDWn0MLxYh9HB,0,9,0.0779,-8.953,0,July,83,2020-05-15,0.042,72.541,0.322,2020
0.00346,"['Sam Smith', 'Demi Lovato']",0.501,200838,0.674,0,1fipvP2zmef6vN2IwXfJhY,3.5600000000000005e-5,5,0.282,-6.363,1,I’m Ready (with Demi Lovato),86,2020-04-16,0.0408,155.05100000000004,0.152,2020
0.289,['Drake'],0.83,247059,0.49,1,466cKvZn1j45IpxDdYZqdA,3.04e-6,1,0.113,-8.82,0,Toosie Slide,87,2020-05-01,0.209,81.604,0.845,2020
0.316,"['Chris Brown', 'Young Thug']",0.755,176960,0.578,1,1IIKrJVP1C9N7iPtG6eOsK,0,0,0.25,-8.932,0,Go Crazy,84,2020-05-08,0.145,94.148,0.581,2020
0.0888,['Lil Uzi Vert'],0.855,195299,0.6759999999999999,1,6CUP2khYzdphXebxVTfPE3,0,1,0.14400000000000002,-5.7360000000000015,1,Lo Mein,78,2020-03-06,0.325,133.082,0.509,2020
0.00839,['Jonas Brothers'],0.852,180645,0.698,0,4wNIkl5XGiAACjFBlDWuSd,1.03e-6,9,0.0773,-7.206,1,What A Man Gotta Do,85,2020-01-17,0.0629,113.039,0.324,2020
0.0136,['Playboi Carti'],0.8759999999999999,166799,0.4920000000000001,1,5UusfWUMMLEXLMc1ViNZoe,2.83e-4,11,0.0678,-8.11,0,@ MEH,80,2020-04-16,0.153,151.04399999999995,0.4,2020
0.021,"['Lady Gaga', 'Ariana Grande']",0.672,182200,0.855,0,7ju97lgwC2rKQ6wwsf9no9,0,9,0.32299999999999995,-3.764,1,Rain On Me (with Ariana Grande),87,2020-05-29,0.0397,123.056,0.6459999999999999,2020
0.193,"['Black Eyed Peas', 'Ozuna', 'J. Rey Soul']",0.894,249143,0.635,1,14wf185UxfNbSy8dwt4r4q,0.00105,2,0.0823,-6.9289999999999985,1,MAMACITA,90,2020-04-10,0.0473,105.013,0.428,2020
0.0146,['Lil Baby'],0.598,252729,0.615,0,4sDMiX1n4kfXgJd9nOXGpt,0,1,0.25,-5.848,1,The Bigger Picture,58,2020-06-12,0.297,98.806,0.14,2020
0.0439,"['G-Eazy', 'Jack Harlow']",0.753,178217,0.502,1,1Tfxi7N3DW4zvAuVjt9g8X,1.54e-6,1,0.128,-6.879,1,Moana,80,2020-04-29,0.264,205.895,0.349,2020
0.556,['Selena Gomez'],0.488,206459,0.343,0,4l0Mvzj72xxOpRrp6h8nHi,0,4,0.21,-8.985,1,Lose You To Love Me,85,2020-01-10,0.0436,102.819,0.0978,2020
0.345,['Polo G'],0.8320000000000001,132833,0.534,1,1VLtjHwRWOVJiE5Py7JxoQ,0,1,0.165,-7.813,0,Martin & Gina,78,2020-05-15,0.253,93.924,0.116,2020
0.16699999999999998,['Dua Lipa'],0.73,221820,0.7290000000000001,0,017PF4Q3l4DBUiWoXk4OWT,1.39e-6,4,0.349,-3.434,0,Break My Heart,90,2020-03-27,0.0886,113.012,0.467,2020
0.237,"['Future', 'YoungBoy Never Broke Again']",0.768,167552,0.526,1,740kQ8xwSGloumdiKR5Cwz,0,0,0.139,-7.182,1,Trillionaire (feat. Youngboy Never Broke Again),79,2020-05-15,0.209,139.999,0.473,2020
0.156,"['Lil Yachty', 'Tierra Whack', 'A$AP Rocky', 'Tyler, The Creator']",0.784,232839,0.632,1,0gO3E51A3fqp0ypJ26QbVP,0,10,0.605,-6.0829999999999975,0,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",78,2020-05-29,0.34700000000000003,124.603,0.746,2020
0.204,"['DaBaby', 'Roddy Ricch']",0.611,203773,0.6970000000000001,0,6S7nlWAa5K3KoPfAWc85hc,0,11,0.0905,-7.017,1,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,37,2020-06-12,0.268,89.838,0.735,2020
0.0125,['Dua Lipa'],0.794,183290,0.7929999999999999,0,3PfIrDoz19wz7qK7tYeu62,0,11,0.0952,-4.521,0,Don't Start Now,89,2020-03-27,0.0842,123.941,0.677,2020
0.275,"['Lil Skies', 'Lil Durk']",0.802,211654,0.737,1,0oH0OIeKJSAT5bdFkbz20A,0,6,0.113,-4.862,0,Havin My Way (feat. Lil Durk),79,2020-03-04,0.0757,127.014,0.7120000000000001,2020
0.135,['Lil Uzi Vert'],0.772,210261,0.634,1,7hav1MHURQf5SAoPk0egqh,0,10,0.4320000000000001,-6.101,0,Baby Pluto,78,2020-03-06,0.212,160.05200000000005,0.6709999999999999,2020
0.275,"['Diplo', 'Morgan Wallen']",0.764,169227,0.555,1,5mTL8ZHcB2LJdlrR78xJYr,0,11,0.0824,-6.414,1,Heartless (feat. Morgan Wallen),77,2020-04-17,0.0604,111.004,0.255,2020
0.335,['Luke Combs'],0.565,199068,0.598,0,3aMUiKCIXJeurR5ppEMJZD,0,6,0.124,-5.894,1,Six Feet Apart,77,2020-05-01,0.0276,155.814,0.449,2020
0.14800000000000002,['Bankrol Hayden'],0.888,114865,0.516,1,2iObjOsy2vpsariW4Y7hQg,0,11,0.106,-10.228,0,Costa Rica,80,2020-01-10,0.41,127.803,0.606,2020
0.248,['Don Toliver'],0.747,158709,0.4970000000000001,0,0Li1OuXXfi7950ilZUFGkF,0,4,0.138,-6.5420000000000025,0,Cardigan,79,2020-03-13,0.0401,142.046,0.0663,2020
0.00839,['Migos'],0.8140000000000001,178025,0.584,1,568OIKgeHyGRD3uWR44JbO,0,1,0.0646,-5.425,1,Racks 2 Skinny,79,2020-05-11,0.0819,141.016,0.405,2020
0.151,"['iann dior', 'Machine Gun Kelly', 'Travis Barker']",0.747,144000,0.495,0,5eU0KDvZVfFl4ehleRwGGF,0,11,0.146,-8.584,1,Sick and Tired,79,2020-04-17,0.0491,145.095,0.489,2020
0.0137,['Lady Gaga'],0.573,261083,0.865,0,4IJOll4wTwDrv0HxGLvWjb,0,11,0.361,-5.08,1,Born This Way,0,2020-06-16,0.28600000000000003,123.853,0.416,2020
0.00775,['Ava Max'],0.638,162399,0.688,0,76nqCfJOcFFWBJN32PAksn,0,1,0.126,-4.056,0,Kings & Queens,89,2020-03-12,0.0407,129.856,0.434,2020
0.0326,"['Bad Bunny', 'Daddy Yankee']",0.7440000000000001,206420,0.868,1,69vlMrzHwATKzupwNcUPyK,0,1,0.0822,-4.524,1,La Santa,86,2020-02-28,0.047,93.037,0.586,2020
0.0174,['Lil Baby'],0.823,205760,0.552,1,2u3EyuCqqV31woqGvO9LBz,0,4,0.122,-7.57,0,Sum 2 Prove,77,2020-01-10,0.324,124.038,0.418,2020
0.696,['Joji'],0.482,214558,0.631,0,2hfoyc7ve6xM4ZEiNIiU1B,0.0242,5,0.209,-6.9170000000000025,1,Gimme Love,81,2020-04-16,0.0986,126.576,0.0743,2020
0.203,"['iann dior', 'Lil Baby']",0.816,226314,0.579,1,4Zjdzxx0dsavsr7Ehr8fGE,0,1,0.127,-6.097,1,Prospect (ft. Lil Baby),78,2020-05-22,0.0867,120.078,0.43,2020
0.00728,"['The Kid LAROI', 'Lil Tecca']",0.6859999999999999,172005,0.703,1,7gVwgc8b3XnO87TpmXXFA5,0,6,0.0946,-6.141,0,Diva (feat. Lil Tecca),80,2020-01-31,0.0606,144.90200000000004,0.457,2020
0.423,"['Drake', 'Fivio Foreign', 'Sosa Geek']",0.5429999999999999,204805,0.7659999999999999,1,05aZ9sAU1YXndHv0FMi9iW,0,0,0.155,-3.387,0,Demons (feat. Fivio Foreign & Sosa Geek),79,2020-05-01,0.343,106.869,0.7290000000000001,2020
1.93e-4,['Machine Gun Kelly'],0.52,205016,0.856,1,1bWEngw5tAF7vWByrf5Oy5,0,2,0.157,-4.228,1,Bloody Valentine,80,2020-05-01,0.0806,160.083,0.47,2020
0.294,['Lee Brice'],0.643,188893,0.79,0,14GwnOeC9qYEKEA6uOZepa,0,4,0.107,-6.079,1,One Of Them Girls,77,2020-04-10,0.0462,95.987,0.8,2020
0.0319,"['6ix9ine', 'Nicki Minaj']",0.7440000000000001,202667,0.422,1,3dVvWnj4D8JGkKvo6Hucso,1.1e-4,1,0.11,-8.946,1,TROLLZ (with Nicki Minaj),81,2020-06-12,0.294,180.00599999999997,0.493,2020
0.0128,"['Future', 'Drake', 'Young Thug']",0.718,189176,0.706,1,5fHrHoJKfCgBd35zwIBmUK,0,1,0.35200000000000004,-5.709,1,D4L,79,2020-05-01,0.06,170.00400000000005,0.815,2020
0.119,['jxdn'],0.5539999999999999,160120,0.8,1,4GUj9MfPPkjpZskxb45uiX,0,8,0.629,-3.936,1,Angels & Demons,81,2020-05-19,0.0395,115.056,0.463,2020
0.0969,['Luke Bryan'],0.6409999999999999,193427,0.8420000000000001,0,6NhS5LwYbJ6xD7BGvlWRJO,0,9,0.16899999999999998,-4.872,1,One Margarita,76,2020-03-13,0.0464,89.99700000000001,0.738,2020
0.0183,"['Lil Uzi Vert', '21 Savage']",0.895,219340,0.7390000000000001,1,59JWp4PjZ9TRM8cmtaDYB1,7.61e-6,8,0.102,-6.632999999999999,1,Yessirskiii,77,2020-03-13,0.28300000000000003,140.007,0.763,2020
0.502,['Rod Wave'],0.586,159817,0.547,1,65QRS8iMQ1TsQ93fPZIZ4i,0,4,0.0963,-7.382999999999999,0,Girl Of My Dreams,75,2020-04-03,0.095,75.911,0.35,2020
0.0129,"['Lil Uzi Vert', 'Chief Keef']",0.733,238816,0.5670000000000001,1,0IpnZchq8ek2A6pGEP2Qb1,0,0,0.382,-6.718,1,Bean (Kobe) [feat. Chief Keef],76,2020-03-13,0.319,75.491,0.319,2020
0.0604,"['Lady Gaga', 'BLACKPINK']",0.752,157707,0.87,0,1IWNylpZ477gIVUDpJL66u,1.12e-5,9,0.489,-3.812,0,Sour Candy (with BLACKPINK),86,2020-05-29,0.0623,120.006,0.784,2020
0.473,['A Boogie Wit da Hoodie'],0.644,161765,0.5870000000000001,1,6cZH4rX1KTt1aJ3Ql6Ynja,0,7,0.0759,-6.7360000000000015,0,Me and My Guitar,77,2020-02-14,0.353,173.972,0.68,2020
0.162,['Chase Rice'],0.6809999999999999,176729,0.726,0,5TI10v8sy9VPp5YhVRVK1f,0,7,0.119,-5.1,1,Lonely If You Are,76,2020-01-24,0.0453,84.98,0.8190000000000001,2020
0.107,"['Joyner Lucas', 'Will Smith']",0.7659999999999999,164476,0.579,0,6WI33r2QRxyxttn3KH0XkC,6.42e-4,9,0.14300000000000002,-8.426,0,Will - Remix,79,2020-05-15,0.287,142.93200000000004,0.217,2020
0.201,['Drake'],0.8640000000000001,192932,0.477,1,5H4mXWKcicuLKDn4Jy0sK7,0,10,0.182,-5.7860000000000005,1,Time Flies,79,2020-05-01,0.224,86.46,0.5,2020
